Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
208358000,0000040C,0,R,0,6,11,31,00,00,00,00,,
210471000,00000402,0,R,0,6,02,02,10,04,00,00,,
211380000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
211613000,00000400,0,R,0,6,01,01,00,00,00,00,,
211905000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
212155000,00000263,0,R,0,4,20,80,A0,00,,,,
212401000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
212649000,00000263,0,R,0,4,70,80,F0,00,,,,
212952000,00000400,0,R,0,6,01,01,00,00,00,00,,
213204000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
213407000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
213656000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
214573000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
214781000,0000040C,0,R,0,6,11,01,00,00,00,00,,
214994000,00000261,0,R,0,8,0A,08,00,FA,00,00,00,00
215263000,00000263,0,R,0,4,10,80,90,00,,,,
215481000,00000703,0,R,0,8,76,50,0C,18,04,00,00,00
215703000,00000400,0,R,0,6,01,11,00,00,00,00,,
215929000,0000070B,0,R,0,8,16,50,16,D4,05,50,00,01
216207000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
216451000,00000263,0,R,0,4,D0,80,50,00,,,,
216690000,00000403,0,R,0,6,07,11,00,00,00,00,,
217654000,00000162,0,R,0,2,00,00,,,,,,
217965000,00000402,0,R,0,6,03,01,00,00,00,00,,
218214000,00000411,0,R,0,6,00,11,00,00,00,00,,
218460000,00000263,0,R,0,4,10,80,90,00,,,,
218760000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
219003000,00000263,0,R,0,4,60,80,E0,00,,,,
219267000,00000325,0,R,0,8,FF,7F,00,00,78,2C,00,0F
219549000,00000703,0,R,0,8,76,50,0C,18,04,00,00,00
219812000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
220017000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
220939000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
221150000,0000040C,0,R,0,6,11,31,00,00,00,00,,
225128000,00000402,0,R,0,6,02,02,10,01,00,00,,
226055000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
226293000,00000400,0,R,0,6,01,01,00,00,00,00,,
226515000,00000263,0,R,0,4,80,80,00,00,,,,
226785000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
227016000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
227258000,00000461,0,R,0,8,00,00,00,17,1B,80,00,00
227547000,00000411,0,R,0,6,00,01,00,00,00,00,,
227781000,00000261,0,R,0,8,0A,08,00,FA,00,00,00,00
228019000,00000401,0,R,0,6,02,01,00,00,00,00,,
228268000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
229270000,00000402,0,R,0,6,03,01,00,00,00,00,,
229525000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
229778000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
230038000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
230345000,0000070C,0,R,0,8,10,52,19,46,07,00,00,00
230575000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
230783000,00000411,0,R,0,6,00,11,00,00,00,00,,
230990000,00000403,0,R,0,6,07,11,00,00,00,00,,
231257000,00000701,0,R,0,8,51,51,0B,0B,03,00,00,00
231487000,00000264,0,R,0,8,01,08,0D,00,00,00,00,02
232429000,00000222,0,R,0,8,D3,00,3A,8A,00,00,00,00
232705000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
232934000,00000411,0,R,0,6,00,11,00,00,00,00,,
233168000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
233394000,00000401,0,R,0,6,02,11,00,00,00,00,,
233698000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
233934000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
234179000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
234433000,0000040A,0,R,0,6,0B,11,00,00,00,00,,
234767000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
235696000,00000401,0,R,0,6,02,11,00,00,00,00,,
235930000,0000040C,0,R,0,6,11,31,00,00,00,00,,
241499000,00000402,0,R,0,6,02,02,10,01,00,00,,
242444000,00000407,0,R,0,6,0A,02,00,00,00,00,,
242670000,00000702,0,R,0,8,76,50,0C,18,04,00,00,00
242880000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
243092000,00000264,0,R,0,8,01,08,0D,00,00,00,00,02
243370000,00000222,0,R,0,8,D3,00,3A,8B,00,00,00,00
243581000,00000401,0,R,0,6,02,01,00,00,00,00,,
243825000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
244046000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
244329000,0000040C,0,R,0,6,11,01,00,00,00,00,,
244559000,00000263,0,R,0,4,10,80,90,00,,,,
245518000,00000400,0,R,0,6,01,01,00,00,00,00,,
245764000,00000325,0,R,0,8,FF,7F,00,00,78,2C,00,0F
246049000,00000411,0,R,0,6,00,01,00,00,00,00,,
246292000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
246571000,00000402,0,R,0,6,03,01,00,00,00,00,,
246814000,00000411,0,R,0,6,00,11,00,00,00,00,,
247007000,00000403,0,R,0,6,07,11,00,00,00,00,,
247205000,00000325,0,R,0,8,FF,7F,00,00,78,2C,00,0F
247403000,00000525,0,R,0,8,FF,FF,0F,00,00,00,00,01
247659000,00000325,0,R,0,8,FF,7F,00,00,78,2C,00,0F
248577000,0000040A,0,R,0,6,0B,11,00,00,00,00,,
248786000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
249012000,00000402,0,R,0,6,03,01,00,00,00,00,,
249276000,00000325,0,R,0,8,FF,7F,00,00,78,2C,00,0F
249502000,00000407,0,R,0,6,0A,11,00,00,00,00,,
249725000,00000400,0,R,0,6,01,11,00,00,00,00,,
249958000,00000263,0,R,0,4,70,80,F0,00,,,,
250234000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
250463000,00000165,0,R,0,1,00,,,,,,,
250709000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
251718000,00000360,0,R,0,8,00,00,8B,00,00,00,00,00
251959000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
252206000,0000040C,0,R,0,6,11,31,00,00,00,00,,
256733000,00000402,0,R,0,6,02,02,10,01,00,00,,
257637000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
257837000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
258093000,00000407,0,R,0,6,0A,01,00,00,00,00,,
258317999,00000164,0,R,0,8,80,00,06,00,00,00,00,00
258530000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
258737000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
259002000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
259216000,00000360,0,R,0,8,00,00,8B,00,00,00,00,00
259454000,00000263,0,R,0,4,70,80,F0,00,,,,
259731000,00000403,0,R,0,6,07,01,00,00,00,00,,
260629000,00000411,0,R,0,6,00,01,00,00,00,00,,
260862000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
261106000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
261394999,00000164,0,R,0,8,80,00,06,00,00,00,00,00
261628000,00000162,0,R,0,2,00,00,,,,,,
261869000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
262113999,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
262420000,00000325,0,R,0,8,FF,7F,00,00,78,2C,00,0F
262673000,00000525,0,R,0,8,FF,FF,0F,00,00,00,00,01
262930000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
263838000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
264086000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
264288000,00000360,0,R,0,8,00,00,8B,00,00,00,00,00
264495999,00000402,0,R,0,6,03,11,00,00,00,00,,
264776000,00000222,0,R,0,8,D3,00,3A,8B,00,00,00,00
264983999,00000260,0,R,0,8,00,03,00,00,92,00,00,00
265221000,00000462,0,R,0,8,00,00,49,06,00,99,18,00
265442000,00000165,0,R,0,1,00,,,,,,,
265724000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
265952000,0000040C,0,R,0,6,11,11,00,00,00,00,,
266892000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
267125999,0000040A,0,R,0,6,0B,11,00,00,00,00,,
267423000,0000040C,0,R,0,6,11,31,00,00,00,00,,
269553000,00000402,0,R,0,6,02,02,10,01,00,00,,
270468000,00000325,0,R,0,8,FF,7F,00,00,78,2C,00,0F
270686000,0000070C,0,R,0,8,10,52,19,46,07,00,00,00
270958000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
271174000,00000570,0,R,0,4,00,00,00,00,,,,
271412000,00000407,0,R,0,6,0A,01,00,00,00,00,,
271702000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
271939000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
272173000,00000402,0,R,0,6,03,01,00,00,00,00,,
272457000,00000263,0,R,0,4,00,80,80,00,,,,
272754000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
273705000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
273951000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
274210000,00000360,0,R,0,8,00,00,8B,00,00,00,00,00
274520000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
274799000,00000403,0,R,0,6,07,11,00,00,00,00,,
275078000,00000263,0,R,0,4,A0,80,20,00,,,,
275270000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
275524000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
275736000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
275969000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
276929000,00000570,0,R,0,4,00,00,00,00,,,,
277148000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
277372000,00000222,0,R,0,8,D3,00,3A,8B,00,00,00,00
277607000,00000263,0,R,0,4,40,80,C0,00,,,,
277889000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
278125000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
278358000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
278603000,00000411,0,R,0,6,00,11,00,00,00,00,,
278906000,00000407,0,R,0,6,0A,11,00,00,00,00,,
279159000,00000402,0,R,0,6,03,11,00,00,00,00,,
280121000,00000325,0,R,0,8,FF,7F,00,00,78,2C,00,0F
280376000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
284989000,00000402,0,R,0,6,02,02,10,01,00,00,,
286010000,00000407,0,R,0,6,0A,01,00,00,00,00,,
286216000,00000264,0,R,0,8,01,08,0D,00,00,00,00,02
286417000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
286646000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
286914000,00000525,0,R,0,8,FF,FF,0F,00,00,00,00,01
287173000,00000264,0,R,0,8,01,08,0D,00,00,00,00,02
287373000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
287636000,00000407,0,R,0,6,0A,01,00,00,00,00,,
287853000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
288073000,00000461,0,R,0,8,00,00,00,17,1B,80,00,00
289009000,00000165,0,R,0,1,00,,,,,,,
289286000,00000403,0,R,0,6,07,01,00,00,00,00,,
289504000,00000400,0,R,0,6,01,01,00,00,00,00,,
289720000,00000165,0,R,0,1,00,,,,,,,
289944000,00000400,0,R,0,6,01,01,00,00,00,00,,
290235000,0000040A,0,R,0,6,0B,11,00,00,00,00,,
290490000,00000360,0,R,0,8,00,00,8B,00,00,00,00,00
290740000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
290992000,00000222,0,R,0,8,D4,00,3A,8B,00,00,00,00
291295000,00000400,0,R,0,6,01,11,00,00,00,00,,
292263000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
292457000,00000400,0,R,0,6,01,11,00,00,00,00,,
292716000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
292912000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
293110000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
293318000,00000402,0,R,0,6,03,11,00,00,00,00,,
293574000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
293777000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
293992000,00000411,0,R,0,6,00,11,00,00,00,00,,
294213000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
295186000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
295404000,0000040C,0,R,0,6,11,31,00,00,00,00,,
297684000,00000402,0,R,0,6,02,02,10,01,00,00,,
298611000,00000462,0,R,0,8,00,00,49,06,00,99,18,00
298833000,00000407,0,R,0,6,0A,01,00,00,00,00,,
299037000,00000222,0,R,0,8,D4,00,3A,8B,00,00,00,00
299251000,00000222,0,R,0,8,D4,00,3A,8B,00,00,00,00
299521000,00000400,0,R,0,6,01,01,00,00,00,00,,
299741000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
299959000,00000165,0,R,0,1,00,,,,,,,
300180000,00000263,0,R,0,4,C0,80,40,00,,,,
300455000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
300686000,00000411,0,R,0,6,00,01,00,00,00,00,,
301629000,00000407,0,R,0,6,0A,01,00,00,00,00,,
301918000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
302149000,00000222,0,R,0,8,D4,00,3A,8B,00,00,00,00
302386000,00000165,0,R,0,1,00,,,,,,,
302635000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
302936000,00000264,0,R,0,8,01,08,0D,00,00,00,00,02
303209000,00000264,0,R,0,8,01,08,0D,00,00,00,00,02
303503000,0000040A,0,R,0,6,0B,11,00,00,00,00,,
303708000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
303975000,0000040C,0,R,0,6,11,11,00,00,00,00,,
304903000,00000263,0,R,0,4,40,80,C0,00,,,,
305115000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
305325000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
305576000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
305788000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
306014000,0000040C,0,R,0,6,11,11,00,00,00,00,,
306314000,00000403,0,R,0,6,07,11,00,00,00,00,,
306535000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
306751000,00000703,0,R,0,8,76,50,0C,18,04,00,00,00
306986000,00000162,0,R,0,2,00,00,,,,,,
307952000,00000263,0,R,0,4,20,80,A0,00,,,,
308195000,0000040C,0,R,0,6,11,31,00,00,00,00,,
314126000,00000411,0,R,0,6,11,02,10,02,00,00,,
315095000,00000402,0,R,0,6,03,02,00,00,00,00,,
315310000,0000040C,0,R,0,6,11,01,00,00,00,00,,
315521000,00000403,0,R,0,6,07,01,00,00,00,00,,
315746000,00000224,0,R,0,8,00,00,00,6D,00,7F,1A,10
316017000,00000403,0,R,0,6,07,01,00,00,00,00,,
316247000,00000400,0,R,0,6,01,01,00,00,00,00,,
316474000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
316766000,00000324,0,R,0,4,00,41,50,11,,,,
317003000,00000263,0,R,0,4,60,80,E0,00,,,,
317243000,00000407,0,R,0,6,0A,01,00,00,00,00,,
318134000,00000400,0,R,0,6,01,01,00,00,00,00,,
318426000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
318691000,00000411,0,R,0,6,00,01,00,00,00,00,,
318944000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
319256000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
319614000,00000263,0,R,0,4,F0,80,70,00,,,,
319821000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
320017000,00000462,0,R,0,8,00,20,34,06,4B,97,17,00
320226000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
320484000,00000403,0,R,0,6,07,01,00,00,00,00,,
321371000,00000261,0,R,0,8,0A,08,00,FA,00,00,00,00
321590000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
321853000,00000162,0,R,0,2,00,00,,,,,,
322072000,00000325,0,R,0,8,00,00,00,00,78,2C,00,04
322299000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
322536000,00000525,0,R,0,8,24,F8,00,00,00,00,00,00
322813000,00000400,0,R,0,6,01,01,00,00,00,00,,
323044000,00000263,0,R,0,4,30,80,B0,00,,,,
323295000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
323536000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
324502000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
324765000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
325017000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
325289000,0000070A,0,R,0,8,29,51,1E,1A,03,00,00,08
325602000,00000222,0,R,0,8,D4,00,3A,8B,00,00,00,00
325838000,00000162,0,R,0,2,00,00,,,,,,
326046000,00000400,0,R,0,6,01,01,00,00,00,00,,
326309000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
326521000,00000324,0,R,0,4,00,40,F0,B0,,,,
326735000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
327649000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
327917000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
328144000,00000401,0,R,0,6,02,01,00,00,00,00,,
328370000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
328610000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
328896000,00000263,0,R,0,4,D0,80,50,00,,,,
329138000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
329385000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
329644000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
329933000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
330851000,00000702,0,R,0,8,76,50,0C,18,04,00,00,00
331111000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
331479000,0000062A,0,R,0,8,5A,5A,09,35,53,37,77,32
331722000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
331970000,00000325,0,R,0,8,00,00,00,00,78,2C,00,04
332234000,00000703,0,R,0,8,76,50,0C,18,04,00,00,00
332479000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
332666000,00000261,0,R,0,8,0A,08,00,FA,00,00,00,00
332858000,00000324,0,R,0,4,00,40,F0,B0,,,,
333053000,00000324,0,R,0,4,00,40,90,D0,,,,
333959000,00000324,0,R,0,4,00,40,30,70,,,,
334167000,00000407,0,R,0,6,0A,01,00,00,00,00,,
334382000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
334594000,00000360,0,R,0,8,00,00,8B,00,00,00,00,00
334895000,00000165,0,R,0,1,47,,,,,,,
335121000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
335344000,0000062A,0,R,0,8,5A,5A,09,35,53,37,77,32
335632000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
335867000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
336096000,00000324,0,R,0,4,00,40,F0,B0,,,,
337028000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
337316000,0000070A,0,R,0,8,29,51,1E,1A,03,00,00,08
337550000,00000525,0,R,0,8,24,F8,00,00,00,00,00,00
337813000,00000400,0,R,0,6,01,01,00,00,00,00,,
338055000,00000165,0,R,0,1,47,,,,,,,
338406000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
338590000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
338784000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
338980000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
339228000,00000700,0,R,0,8,15,51,14,52,04,00,00,00
340094000,00000263,0,R,0,4,70,80,F0,00,,,,
340302000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
340574000,00000525,0,R,0,8,24,F8,00,00,00,00,00,00
340787000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
340999000,00000162,0,R,0,2,00,00,,,,,,
341219000,00000461,0,R,0,8,00,00,00,17,1B,80,00,00
341489000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
341718000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
341949000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
342204000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
343158000,00000360,0,R,0,8,00,00,8B,00,00,00,00,00
343390000,00000407,0,R,0,6,0A,01,00,00,00,00,,
343640000,00000360,0,R,0,8,00,00,8B,00,00,00,00,00
343894000,00000263,0,R,0,4,30,80,B0,00,,,,
344211000,00000222,0,R,0,8,D4,00,3A,8B,00,00,00,00
344488000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
344688000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
344944000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
345149000,00000222,0,R,0,8,D4,00,3A,8B,00,00,00,00
345356000,00000403,0,R,0,6,07,01,00,00,00,00,,
346210000,00000263,0,R,0,4,40,80,C0,00,,,,
346472000,00000521,0,R,0,8,0E,1B,1E,00,01,05,8F,00
346682000,00000324,0,R,0,4,00,40,10,50,,,,
346901000,00000222,0,R,0,8,D4,00,3A,8B,00,00,00,00
347144000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
347425000,00000263,0,R,0,4,60,80,E0,00,,,,
347644000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
347880000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
348119000,00000360,0,R,0,8,00,00,8B,00,00,00,00,00
348430000,0000062A,0,R,0,8,5A,5A,09,35,53,37,77,32
349362000,00000402,0,R,0,6,03,01,00,00,00,00,,
349611000,00000263,0,R,0,4,C0,80,40,00,,,,
349919000,00000401,0,R,0,6,02,01,00,00,00,00,,
350215000,00000263,0,R,0,4,10,80,90,00,,,,
350471000,00000165,0,R,0,1,47,,,,,,,
350745000,00000324,0,R,0,4,00,40,90,D0,,,,
351040000,00000263,0,R,0,4,A0,80,20,00,,,,
351241000,00000264,0,R,0,8,01,08,0D,00,00,00,00,02
351444000,00000400,0,R,0,6,01,01,00,00,00,00,,
351674000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
352620000,00000222,0,R,0,8,D5,00,3A,8B,00,00,00,00
352825000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
353053000,0000040C,0,R,0,6,11,01,00,00,00,00,,
353271000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
353544000,00000360,0,R,0,8,00,00,8B,00,00,00,00,00
353761000,00000570,0,R,0,4,00,00,00,00,,,,
353992000,00000264,0,R,0,8,01,08,0D,00,00,00,00,02
354284000,00000700,0,R,0,8,15,51,14,52,04,00,00,00
354519000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
354757000,00000411,0,R,0,6,00,01,00,00,00,00,,
355676000,00000407,0,R,0,6,0A,01,00,00,00,00,,
355978000,00000360,0,R,0,8,00,00,8B,00,00,00,00,00
356231000,00000360,0,R,0,8,00,00,8B,00,00,00,00,00
356482000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
356741000,00000324,0,R,0,4,00,40,50,10,,,,
357071000,00000264,0,R,0,8,01,08,0D,00,00,00,00,02
357337000,00000324,0,R,0,4,00,40,30,70,,,,
357543000,00000264,0,R,0,8,01,08,0D,00,00,00,00,02
357757000,00000402,0,R,0,6,03,01,00,00,00,00,,
358011000,00000165,0,R,0,1,47,,,,,,,
358899000,00000462,0,R,0,8,00,60,44,06,79,95,18,00
359119000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
359409000,00000264,0,R,0,8,01,08,0D,00,00,00,00,02
359628000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
359856000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
360090000,00000263,0,R,0,4,50,80,D0,00,,,,
360373000,00000222,0,R,0,8,D5,00,3A,8B,00,00,00,00
360602000,00000162,0,R,0,2,00,00,,,,,,
